0.000, 32.000, 32.000, 32.000, 58.000, 109.000, 138.000, 85.000, 117.000
32.000, 0.000, 56.000, 34.000, 26.000, 85.000, 114.000, 57.000, 93.000
32.000, 56.000, 0.000, 36.000, 62.000, 113.000, 142.000, 89.000, 121.000
32.000, 34.000, 36.000, 0.000, 28.000, 79.000, 108.000, 55.000, 87.000
58.000, 26.000, 62.000, 28.000, 0.000, 71.000, 100.000, 43.000, 79.000
109.000, 85.000, 113.000, 79.000, 71.000, 0.000, 29.000, 68.000, 36.000
138.000, 114.000, 142.000, 108.000, 100.000, 29.000, 0.000, 63.000, 25.000
85.000, 57.000, 89.000, 55.000, 43.000, 68.000, 63.000, 0.000, 42.000
117.000, 93.000, 121.000, 87.000, 79.000, 36.000, 25.000, 42.000, 0.000
